E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_36_824.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_36_824.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_36_824.jpg,-0.5000001,1,0,12.40114
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_36_894.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_36_894.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_36_894.jpg,-0.7,0.9079291,0,13.14849
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_36_965.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_36_965.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_36_965.jpg,0,0.7167908,0,13.43832
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_035.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_035.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_035.jpg,0,0.4849784,0,13.84068
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_108.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_108.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_108.jpg,-0.05,0.304499,0,14.12473
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_178.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_178.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_178.jpg,-0.25,0.07535934,0,14.22929
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_247.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_247.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_247.jpg,-0.4,0.0595812,0,13.89938
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_320.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_320.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_320.jpg,0,0.2950077,0,13.85111
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_394.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_394.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_394.jpg,0,0.5357679,0,14.13253
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_465.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_465.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_465.jpg,0,0.7115499,0,14.69336
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_536.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_536.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_536.jpg,0,0.9600933,0,15.43709
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_605.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_605.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_605.jpg,0,1,0,15.944
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_675.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_675.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_675.jpg,0,1,0,16.80043
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_746.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_746.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_746.jpg,-0.15,1,0,17.46272
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_818.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_818.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_818.jpg,-0.35,1,0,18.23401
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_885.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_885.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_885.jpg,-0.05,1,0,18.83526
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_37_953.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_37_953.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_37_953.jpg,-0.25,1,0,19.64513
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_022.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_022.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_022.jpg,-0.4,1,0,20.19781
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_091.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_091.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_091.jpg,0,1,0,20.80054
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_160.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_160.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_160.jpg,0,1,0,21.59673
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_233.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_233.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_233.jpg,-0.05,1,0,22.38685
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_302.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_302.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_302.jpg,-0.2,1,0,22.95709
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_372.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_372.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_372.jpg,-0.4,0.9126723,0,23.65526
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_445.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_445.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_445.jpg,-0.5500001,0.7363929,0,24.00449
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_519.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_519.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_519.jpg,-0.7500002,0.495753,0,24.19547
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_588.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_588.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_588.jpg,0,0.3092958,0,24.22813
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_658.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_658.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_658.jpg,0,0.07489557,0,24.17649
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_729.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_729.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_729.jpg,0,0,0,24.03933
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_797.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_797.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_797.jpg,0,0.1826889,0,23.89727
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_868.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_868.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_868.jpg,0,0.361137,0,23.94578
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_38_940.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_38_940.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_38_940.jpg,0,0.5967501,0,24.21216
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_009.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_009.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_009.jpg,-0.1,0.7799338,0,24.56072
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_084.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_084.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_084.jpg,-0.3,1,0,25.18229
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_153.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_153.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_153.jpg,0,1,0,25.94236
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_223.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_223.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_223.jpg,-0.05,1,0,26.51048
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_295.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_295.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_295.jpg,-0.25,1,0,27.24058
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_364.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_364.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_364.jpg,-0.4,0.9598321,0,27.73539
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_433.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_433.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_433.jpg,-0.6000001,0.7305127,0,28.1714
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_506.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_506.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_506.jpg,-0.7500002,0.5524624,0,28.29221
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_581.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_581.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_581.jpg,-0.9500002,0.312706,0,28.17483
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_654.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_654.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_654.jpg,0,0.07019134,0,28.03768
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_725.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_725.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_725.jpg,0,0,0,27.85495
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_797.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_797.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_797.jpg,0,0,0,27.61954
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_868.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_868.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_868.jpg,0,0.1080768,0,27.46636
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_39_936.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_39_936.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_39_936.jpg,0,0.3539343,0,27.46002
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_002.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_002.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_002.jpg,0,0.5299311,0,27.60873
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_073.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_073.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_073.jpg,0,0.7645509,0,28.01499
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_140.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_140.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_140.jpg,0,0.9450179,0,28.45873
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_211.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_211.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_211.jpg,0.1,1,0,29.00146
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_281.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_281.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_281.jpg,0,1,0,29.69947
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_354.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_354.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_354.jpg,0,1,0,30.19124
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_426.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_426.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_426.jpg,0,1,0,30.18907
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_497.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_497.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_497.jpg,-0.05,1,0,30.18873
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_570.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_570.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_570.jpg,-0.2,1,0,30.17706
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_642.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_642.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_642.jpg,0,1,0,30.18935
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_711.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_711.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_711.jpg,0,1,0,30.18998
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_781.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_781.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_781.jpg,0,1,0,30.18841
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_850.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_850.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_850.jpg,0,1,0,30.19055
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_920.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_920.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_920.jpg,0,1,0,30.19021
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_40_992.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_40_992.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_40_992.jpg,0,1,0,30.19016
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_059.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_059.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_059.jpg,0,1,0,30.19016
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_126.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_126.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_126.jpg,0,1,0,30.19017
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_195.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_195.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_195.jpg,0,1,0,30.19012
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_268.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_268.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_268.jpg,0,1,0,30.19021
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_337.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_337.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_337.jpg,0,1,0,30.18991
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_407.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_407.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_407.jpg,0,1,0,30.19056
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_475.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_475.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_475.jpg,-0.2,1,0,30.17976
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_548.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_548.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_548.jpg,0,1,0,30.18465
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_617.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_617.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_617.jpg,0,1,0,30.19057
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_689.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_689.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_689.jpg,0,1,0,30.19056
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_759.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_759.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_759.jpg,0,1,0,30.1905
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_830.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_830.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_830.jpg,0,1,0,30.19049
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_897.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_897.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_897.jpg,0,1,0,30.19048
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_41_965.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_41_965.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_41_965.jpg,-0.05,1,0,30.18996
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_034.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_034.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_034.jpg,-0.25,1,0,30.17472
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_106.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_106.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_106.jpg,0,1,0,30.19107
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_175.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_175.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_175.jpg,0,1,0,30.19016
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_245.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_245.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_245.jpg,0,1,0,30.1911
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_316.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_316.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_316.jpg,-0.2,1,0,30.18151
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_382.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_382.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_382.jpg,0,1,0,30.19106
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_454.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_454.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_454.jpg,0,1,0,30.19125
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_530.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_530.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_530.jpg,-0.15,1,0,30.18629
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_601.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_601.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_601.jpg,0,1,0,30.19097
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_674.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_674.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_674.jpg,0,1,0,30.19018
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_743.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_743.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_743.jpg,0,1,0,30.19033
E:\Autonomous Car\Data\IMG\center_2022_05_11_16_55_42_816.jpg,E:\Autonomous Car\Data\IMG\left_2022_05_11_16_55_42_816.jpg,E:\Autonomous Car\Data\IMG\right_2022_05_11_16_55_42_816.jpg,-0.1,1,0,30.18962
